"Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","b1","b2","b3","b4","b5","b6","Group"
9.5,4.5,9.5,0,4.5,4.5,14,4.5,4.5,4.5,1,12,11,13,15,8,"D"
11,1,11,1,1,4.5,11,7.5,4.5,7.5,3,13,9,14,15,6,"D"
9.5,6,9.5,1.5,1.5,6,13,6,1.5,1.5,4,12,11,14,15,8,"D"
9,5,9,1,1,9,12,5,1,5,3,13,11,14,15,7,"D"
12.5,1.5,6,1.5,1.5,1.5,12.5,10,6,6,4,11,9,14,15,8,"D"
12,0.5,5,0.5,5,5,15,9,5,5,2,11,10,13,14,8,"D"
13,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,12,14,8,"D"
9.5,4.5,9.5,0,4.5,4.5,14,4.5,4.5,4.5,1,12,11,13,15,8,"D"
9,1.5,9,1.5,1.5,5.5,12,9,1.5,5.5,4,13,11,14,15,7,"D"
9.5,5,9.5,0.5,5,5,14,5,5,0.5,2,12,11,13,15,8,"D"
10,5.5,5.5,0.5,5.5,5.5,14,5.5,5.5,0.5,2,12,11,13,15,9,"D"
12,1,8.5,1,5,1,15,8.5,5,5,3,11,10,13,14,7,"D"
6,6,9.5,1.5,1.5,9.5,13,6,1.5,1.5,4,12,11,14,15,8,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
12,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,13,14,8,"D"
9.5,1.5,9.5,1.5,1.5,6,12,6,1.5,6,4,13,11,14,15,8,"D"
9.5,5,9.5,0.5,0.5,5,13,5,5,5,2,12,11,14,15,8,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
6,6,9.5,1.5,1.5,9.5,12,6,1.5,1.5,4,13,11,14,15,8,"D"
11,1,11,1,1,5,11,8,5,5,3,13,9,14,15,7,"D"
5.5,5.5,10,5.5,1,10,10,5.5,1,1,3,13,12,14,15,8,"D"
12,1.5,9,1.5,1.5,5.5,9,9,1.5,5.5,4,13,11,14,15,7,"D"
9.5,1.5,6,1.5,6,6,14,9.5,1.5,1.5,4,12,11,13,15,8,"D"
11,2.5,2.5,2.5,7,2.5,15,9,2.5,2.5,6,12,10,13,14,8,"D"
11.5,1.5,8.5,1.5,1.5,5.5,11.5,8.5,1.5,5.5,4,13,10,14,15,7,"D"
8.5,5,11.5,1,1,8.5,11.5,5,1,5,3,13,10,14,15,7,"D"
6,6,10,1.5,1.5,10,10,6,1.5,1.5,4,13,12,14,15,8,"D"
9.5,1,9.5,1,1,5.5,13,5.5,5.5,5.5,3,12,11,14,15,8,"D"
12,1,8,1,4.5,1,15,8,8,4.5,3,11,10,13,14,6,"D"
9.5,4.5,9.5,0,4.5,4.5,14,4.5,4.5,4.5,1,12,11,13,15,8,"D"
9,1.5,12,1.5,1.5,9,9,5.5,1.5,5.5,4,13,11,14,15,7,"D"
10.5,4,10.5,0,4,4,15,4,8,4,1,12,9,13,14,7,"D"
9.5,1.5,6,1.5,1.5,6,12,9.5,1.5,6,4,13,11,14,15,8,"D"
9.5,1,9.5,5,1,5,9.5,9.5,1,5,3,13,12,14,15,7,"D"
12,1,8.5,1,5,1,15,8.5,5,5,3,11,10,13,14,7,"D"
11.5,1.5,8.5,1.5,1.5,5.5,11.5,8.5,1.5,5.5,4,13,10,14,15,7,"D"
12,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,11,10,13,15,7,"D"
9,5,11.5,0.5,0.5,5,11.5,5,5,5,2,13,10,14,15,8,"D"
12.5,1,7.5,1,1,4.5,12.5,10,4.5,7.5,3,11,9,14,15,6,"D"
10,1.5,10,1.5,1.5,6,10,6,1.5,6,4,13,12,14,15,8,"D"
11,1,5.5,1,1,5.5,13,9,5.5,5.5,3,12,10,14,15,8,"D"
11,1,5.5,1,1,5.5,13,9,5.5,5.5,3,12,10,14,15,8,"D"
9,1.5,9,1.5,1.5,5.5,12,9,1.5,5.5,4,13,11,14,15,7,"D"
6,6,12,1.5,1.5,9.5,9.5,6,1.5,1.5,4,13,11,14,15,8,"D"
9,1.5,9,1.5,1.5,5.5,13,9,1.5,5.5,4,12,11,14,15,7,"D"
9.5,5,9.5,0.5,5,5,14,5,5,0.5,2,12,11,13,15,8,"D"
9.5,1.5,6,1.5,1.5,6,13,9.5,1.5,6,4,12,11,14,15,8,"D"
11,0.5,5,0.5,5,5,15,9,5,5,2,12,10,13,14,8,"D"
12,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,13,14,8,"D"
9,4.5,11,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
14,1.5,7,1.5,1.5,5,9.5,12,1.5,9.5,4,11,8,13,15,6,"D"
9,5,11,0.5,0.5,5,13,5,5,5,2,12,10,14,15,8,"D"
9.5,5.5,5.5,1,5.5,5.5,15,9.5,1,1,3,12,11,13,14,8,"D"
5.5,9,9,1.5,5.5,9,14,1.5,1.5,1.5,4,12,11,13,15,7,"D"
13,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,12,14,8,"D"
12.5,1,5.5,1,1,5.5,12.5,10,5.5,5.5,3,11,9,14,15,8,"D"
12,1,8,1,1,4.5,14,8,4.5,8,3,11,10,13,15,6,"D"
9.5,5,9.5,0.5,0.5,5,13,5,5,5,2,12,11,14,15,8,"D"
9.5,6,9.5,1.5,1.5,6,12,6,1.5,1.5,4,13,11,14,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
9.5,5.5,9.5,1,1,5.5,13,5.5,5.5,1,3,12,11,14,15,8,"D"
9.5,1.5,6,1.5,1.5,6,13,9.5,1.5,6,4,12,11,14,15,8,"D"
14.5,1,5,1,5,1,14.5,10,5,8,3,11,9,12,13,7,"D"
9.5,5,9.5,0.5,5,5,14,5,5,0.5,2,12,11,13,15,8,"D"
10,5.5,5.5,0.5,5.5,5.5,14,5.5,5.5,0.5,2,12,11,13,15,9,"D"
10,5.5,5.5,0.5,5.5,5.5,15,5.5,5.5,0.5,2,12,11,13,14,9,"D"
14.5,1,7,1,4,1,14.5,10,7,7,3,11,9,12,13,5,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
13.5,1,5.5,1,5.5,1,13.5,10,5.5,5.5,3,11,9,12,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11,1.5,8.5,1.5,1.5,5.5,13,8.5,1.5,5.5,4,12,10,14,15,7,"D"
6,6,9.5,1.5,1.5,9.5,13,6,1.5,1.5,4,12,11,14,15,8,"D"
12,1,5.5,1,5.5,1,14,10,5.5,5.5,3,11,9,13,15,8,"D"
6,6,10,1.5,1.5,10,10,6,1.5,1.5,4,13,12,14,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
6,6,12,1.5,1.5,9.5,9.5,6,1.5,1.5,4,13,11,14,15,8,"D"
10.5,1,10.5,1,1,5.5,13,5.5,5.5,5.5,3,12,9,14,15,8,"D"
9,0.5,9,0.5,4.5,4.5,13,9,4.5,4.5,2,12,11,14,15,7,"D"
11,0.5,5,0.5,5,5,15,9,5,5,2,12,10,13,14,8,"D"
14.5,1,4.5,1,7.5,1,14.5,10,7.5,4.5,3,11,9,12,13,6,"D"
9.5,0.5,9.5,0.5,5,5,14,5,5,5,2,12,11,13,15,8,"D"
12,0.5,5,0.5,5,5,14,9,5,5,2,11,10,13,15,8,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
12,4,8,0.5,4,0.5,15,8,8,4,2,11,10,13,14,6,"D"
12,1.5,9,1.5,1.5,5.5,9,9,1.5,5.5,4,13,11,14,15,7,"D"
12,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,13,14,8,"D"
10,6,6,1,6,6,14,6,1,1,3,12,11,13,15,9,"D"
12,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,13,14,8,"D"
9.5,1.5,6,1.5,6,6,14,9.5,1.5,1.5,4,12,11,13,15,8,"D"
12,1,8.5,1,5,1,14,8.5,5,5,3,11,10,13,15,7,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
9,1,9,1,1,5,13,9,5,5,3,12,11,14,15,7,"D"
11,4.5,9,0,4.5,4.5,14,4.5,4.5,4.5,1,12,10,13,15,8,"D"
9,1,9,4.5,1,9,9,9,1,4.5,3,13,12,14,15,6,"D"
11,0.5,5,0.5,5,5,13,9,5,5,2,12,10,14,15,8,"D"
11,1,5.5,1,5.5,1,15,9,5.5,5.5,3,12,10,13,14,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
8.5,4.5,11,0.5,0.5,8.5,13,4.5,4.5,4.5,2,12,10,14,15,7,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11.5,1,8.5,1,1,5,11.5,8.5,5,5,3,13,10,14,15,7,"D"
6,8.5,11.5,2,2,8.5,11.5,2,2,2,5,13,10,14,15,7,"D"
9.5,5.5,9.5,1,1,5.5,13,5.5,5.5,1,3,12,11,14,15,8,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
11,5,5,0,5,5,15,5,5,5,1,12,10,13,14,9,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
11,0.5,8.5,0.5,4.5,4.5,15,8.5,4.5,4.5,2,12,10,13,14,7,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
10,6,6,1,6,6,13,6,1,1,3,12,11,14,15,9,"D"
6,6,13,1.5,1.5,9.5,9.5,6,1.5,1.5,4,12,11,14,15,8,"D"
9,5,12,1,1,9,9,5,1,5,3,13,11,14,15,7,"D"
14.5,1,7.5,1,4.5,1,14.5,10,4.5,7.5,3,11,9,12,13,6,"D"
12,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,13,14,8,"D"
9.5,6,9.5,1.5,1.5,6,13,6,1.5,1.5,4,12,11,14,15,8,"D"
5,8.5,11,1,5,8.5,14,1,5,1,3,12,10,13,15,7,"D"
12,1,8,1,1,4.5,14,8,4.5,8,3,11,10,13,15,6,"D"
11,1.5,6,1.5,6,1.5,15,9,6,1.5,4,12,10,13,14,8,"D"
9,5,9,1,1,9,12,5,1,5,3,13,11,14,15,7,"D"
9,1.5,12,1.5,1.5,5.5,9,9,1.5,5.5,4,13,11,14,15,7,"D"
11.5,1.5,11.5,1.5,1.5,5,8,8,1.5,8,4,13,10,14,15,6,"D"
12,1,5.5,1,5.5,1,15,10,5.5,5.5,3,11,9,13,14,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
6,6,10,1.5,1.5,10,10,6,1.5,1.5,4,13,12,14,15,8,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
13,1,8,1,1,4.5,11,8,4.5,8,3,12,10,14,15,6,"D"
11.5,1.5,8.5,1.5,1.5,5.5,11.5,8.5,1.5,5.5,4,13,10,14,15,7,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
5.5,5.5,9.5,5.5,1,12,9.5,5.5,1,1,3,13,11,14,15,8,"D"
10,5.5,5.5,0.5,5.5,5.5,14,5.5,5.5,0.5,2,12,11,13,15,9,"D"
6,6,11.5,6,1.5,11.5,9,1.5,1.5,1.5,4,13,10,14,15,8,"D"
9.5,5,9.5,0.5,0.5,5,12,5,5,5,2,13,11,14,15,8,"D"
12,5,5,1,8.5,1,15,8.5,5,1,3,11,10,13,14,7,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
9,1.5,9,1.5,1.5,5.5,12,9,1.5,5.5,4,13,11,14,15,7,"D"
12,1.5,8.5,1.5,1.5,5,8.5,8.5,1.5,8.5,4,13,11,14,15,6,"D"
11.5,1.5,8.5,1.5,1.5,5.5,11.5,8.5,1.5,5.5,4,13,10,14,15,7,"D"
11,5,5,0.5,5,5,15,9,5,0.5,2,12,10,13,14,8,"D"
10,5.5,5.5,0.5,5.5,5.5,15,5.5,5.5,0.5,2,12,11,13,14,9,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
9.5,1.5,9.5,1.5,1.5,6,12,6,1.5,6,4,13,11,14,15,8,"D"
9.5,4.5,9.5,0,4.5,4.5,13,4.5,4.5,4.5,1,12,11,14,15,8,"D"
10.5,1,10.5,1,1,4.5,13,7.5,4.5,7.5,3,12,9,14,15,6,"D"
14,1.5,5.5,1.5,1.5,1.5,11.5,11.5,5.5,8,4,10,9,13,15,7,"D"
11,0.5,8.5,0.5,4.5,4.5,15,8.5,4.5,4.5,2,12,10,13,14,7,"D"
5.5,5.5,13,5.5,0.5,11,5.5,5.5,0.5,5.5,2,12,10,14,15,9,"D"
11,0.5,5,0.5,5,5,15,9,5,5,2,12,10,13,14,8,"D"
11.5,1,11.5,4.5,1,4.5,8,8,1,8,3,13,10,14,15,6,"D"
11,0.5,8.5,0.5,4.5,4.5,15,8.5,4.5,4.5,2,12,10,13,14,7,"D"
11,5.5,5.5,0.5,5.5,5.5,15,5.5,5.5,0.5,2,12,10,13,14,9,"D"
12,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,13,14,8,"D"
9.5,5,9.5,1,1,9.5,9.5,5,1,5,3,13,12,14,15,7,"D"
11,1.5,8.5,1.5,1.5,5.5,13,8.5,1.5,5.5,4,12,10,14,15,7,"D"
12,0.5,8.5,0.5,4.5,4.5,15,8.5,4.5,4.5,2,11,10,13,14,7,"D"
6,6,9.5,1.5,1.5,9.5,12,6,1.5,1.5,4,13,11,14,15,8,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
9.5,1,9.5,1,1,5.5,12,5.5,5.5,5.5,3,13,11,14,15,8,"D"
11,5,9,0.5,0.5,5,14,5,5,5,2,12,10,13,15,8,"D"
9,5,11,0.5,0.5,5,14,5,5,5,2,12,10,13,15,8,"D"
12,1,8,1,4.5,1,15,8,4.5,8,3,11,10,13,14,6,"D"
10,5.5,5.5,0.5,5.5,5.5,15,5.5,5.5,0.5,2,12,11,13,14,9,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11,0.5,5,0.5,5,5,15,9,5,5,2,12,10,13,14,8,"D"
11,1.5,6,1.5,1.5,6,13,9,1.5,6,4,12,10,14,15,8,"D"
5.5,5.5,10,5.5,1,10,10,5.5,1,1,3,13,12,14,15,8,"D"
11,5,5,0,5,5,15,5,5,5,1,12,10,13,14,9,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
10,6.5,6.5,1.5,1.5,6.5,12,6.5,1.5,1.5,4,13,11,14,15,9,"D"
13.5,1,7.5,1,4.5,1,13.5,10,4.5,7.5,3,11,9,12,15,6,"D"
9.5,5,9.5,0.5,0.5,5,14,5,5,5,2,12,11,13,15,8,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
11,0.5,5,0.5,5,5,15,9,5,5,2,12,10,13,14,8,"D"
9,5.5,9,1.5,1.5,9,13,5.5,1.5,1.5,4,12,11,14,15,7,"D"
12,0.5,8,0.5,4,4,15,8,8,4,2,11,10,13,14,6,"D"
9.5,4.5,9.5,0,4.5,4.5,14,4.5,4.5,4.5,1,12,11,13,15,8,"D"
12,1,8,1,1,4.5,14,8,4.5,8,3,11,10,13,15,6,"D"
12.5,1.5,5.5,1.5,1.5,1.5,12.5,10,5.5,8,4,11,9,14,15,7,"D"
6,6,9.5,1.5,1.5,9.5,12,6,1.5,1.5,4,13,11,14,15,8,"D"
12,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,11,10,13,15,7,"D"
9.5,1.5,9.5,1.5,1.5,6,13,6,1.5,6,4,12,11,14,15,8,"D"
9,1.5,9,1.5,1.5,5.5,12,9,1.5,5.5,4,13,11,14,15,7,"D"
13,1,8,1,1,4.5,11,8,4.5,8,3,12,10,14,15,6,"D"
9,5,11,0.5,5,5,14,5,5,0.5,2,12,10,13,15,8,"D"
10,5.5,5.5,0.5,5.5,5.5,15,5.5,5.5,0.5,2,12,11,13,14,9,"D"
11,0.5,5,0.5,5,5,15,9,5,5,2,12,10,13,14,8,"D"
14.5,1,5,1,5,1,14.5,10,5,8,3,11,9,12,13,7,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
6,6,9.5,1.5,1.5,9.5,12,6,1.5,1.5,4,13,11,14,15,8,"D"
9.5,5.5,9.5,1,1,5.5,12,5.5,1,5.5,3,13,11,14,15,8,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
10.5,1,14,1,1,5,10.5,5,5,8,3,12,9,13,15,7,"D"
11.5,1.5,8.5,1.5,1.5,5.5,11.5,8.5,1.5,5.5,4,13,10,14,15,7,"D"
12,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,13,14,8,"D"
11,1.5,6,1.5,1.5,6,13,9,1.5,6,4,12,10,14,15,8,"D"
11,1.5,8.5,1.5,1.5,5.5,13,8.5,1.5,5.5,4,12,10,14,15,7,"D"
9,5,11,0.5,0.5,5,14,5,5,5,2,12,10,13,15,8,"D"
12.5,1,8.5,1,1,5,12.5,8.5,5,5,3,11,10,14,15,7,"D"
9.5,5.5,9.5,1,1,5.5,12,5.5,1,5.5,3,13,11,14,15,8,"D"
10,5.5,5.5,0.5,5.5,5.5,14,5.5,5.5,0.5,2,12,11,13,15,9,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
12,1,5.5,1,5.5,1,14,9,5.5,5.5,3,11,10,13,15,8,"D"
5,5,13,5,0.5,9.5,9.5,5,0.5,5,2,12,11,14,15,8,"D"
9.5,5.5,9.5,1,1,5.5,13,5.5,1,5.5,3,12,11,14,15,8,"D"
11.5,1,11.5,1,1,4.5,8,8,4.5,8,3,13,10,14,15,6,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
12.5,1,10,1,1,4.5,12.5,7.5,4.5,7.5,3,11,9,14,15,6,"D"
8.5,4.5,13,0.5,0.5,8.5,11,4.5,4.5,4.5,2,12,10,14,15,7,"D"
5.5,5.5,10,0.5,5.5,5.5,14,5.5,5.5,0.5,2,12,11,13,15,9,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
9.5,5,9.5,0.5,0.5,5,12,5,5,5,2,13,11,14,15,8,"D"
10,1.5,6,6,1.5,10,10,6,1.5,1.5,4,13,12,14,15,8,"D"
11,0.5,5,0.5,5,5,15,9,5,5,2,12,10,13,14,8,"D"
12,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,11,10,13,15,7,"D"
11,1,8.5,1,1,5,14,8.5,5,5,3,12,10,13,15,7,"D"
12,1.5,6,1.5,6,1.5,14,10,1.5,6,4,11,9,13,15,8,"D"
12,1,5.5,1,5.5,1,14,9,5.5,5.5,3,11,10,13,15,8,"D"
9,5,12,1,1,9,9,5,1,5,3,13,11,14,15,7,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
9.5,5.5,9.5,1,5.5,5.5,13,5.5,1,1,3,12,11,14,15,8,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
12.5,1.5,6,1.5,1.5,1.5,12.5,10,6,6,4,11,9,14,15,8,"D"
11,4.5,9,0,4.5,4.5,14,4.5,4.5,4.5,1,12,10,13,15,8,"D"
9.5,5.5,9.5,1,1,5.5,13,5.5,5.5,1,3,12,11,14,15,8,"D"
10,6.5,6.5,1.5,1.5,6.5,13,6.5,1.5,1.5,4,12,11,14,15,9,"D"
5,5,12,5,0.5,9.5,9.5,5,0.5,5,2,13,11,14,15,8,"D"
9.5,1.5,6,1.5,6,6,13,9.5,1.5,1.5,4,12,11,14,15,8,"D"
13,1,5,1,5,1,15,8.5,8.5,5,3,11,10,12,14,7,"D"
9,1,9,1,1,5,12,9,5,5,3,13,11,14,15,7,"D"
11,4,8.5,0,4,4,15,8.5,4,4,1,12,10,13,14,7,"D"
10,5.5,5.5,0.5,5.5,5.5,15,5.5,5.5,0.5,2,12,11,13,14,9,"D"
10.5,1,10.5,1,1,5,13,8,5,5,3,12,9,14,15,7,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
12,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,11,10,13,15,7,"D"
10,5,5,0,5,5,14,5,5,5,1,12,11,13,15,9,"D"
9,1.5,9,1.5,1.5,5.5,12,9,1.5,5.5,4,13,11,14,15,7,"D"
11,1.5,6,1.5,6,6,15,9,1.5,1.5,4,12,10,13,14,8,"D"
9.5,1.5,9.5,1.5,1.5,6,12,6,1.5,6,4,13,11,14,15,8,"D"
11,1.5,6,1.5,1.5,6,11,11,1.5,6,4,13,9,14,15,8,"D"
10,1.5,6,1.5,1.5,6,10,10,1.5,6,4,13,12,14,15,8,"D"
10.5,1,5.5,1,5.5,5.5,13,10.5,1,5.5,3,12,9,14,15,8,"D"
9.5,5,9.5,0.5,5,5,14,5,5,0.5,2,12,11,13,15,8,"D"
9.5,1.5,9.5,1.5,1.5,6,13,6,1.5,6,4,12,11,14,15,8,"D"
6,6,9.5,1.5,1.5,9.5,12,6,1.5,1.5,4,13,11,14,15,8,"D"
9.5,1,9.5,1,1,5.5,13,5.5,5.5,5.5,3,12,11,14,15,8,"D"
14.5,1,5,1,5,1,14.5,11,5,8,3,10,9,12,13,7,"D"
13,1,8.5,1,5,1,15,8.5,5,5,3,11,10,12,14,7,"D"
9.5,5,9.5,1,1,9.5,9.5,5,1,5,3,13,12,14,15,7,"D"
11,4.5,9,0,4.5,4.5,14,4.5,4.5,4.5,1,12,10,13,15,8,"D"
11,1,9,1,1,5.5,14,5.5,5.5,5.5,3,12,10,13,15,8,"D"
13,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,12,14,8,"D"
10,5.5,5.5,0.5,5.5,5.5,15,5.5,5.5,0.5,2,12,11,13,14,9,"D"
11,1.5,8.5,1.5,1.5,5.5,13,8.5,1.5,5.5,4,12,10,14,15,7,"D"
9,1,13,5,1,9,9,5,1,5,3,12,11,14,15,7,"D"
11,0.5,8.5,0.5,4.5,4.5,15,8.5,4.5,4.5,2,12,10,13,14,7,"D"
11,1,5.5,1,1,5.5,13,9,5.5,5.5,3,12,10,14,15,8,"D"
9.5,5,9.5,0.5,0.5,5,13,5,5,5,2,12,11,14,15,8,"D"
9.5,1.5,9.5,1.5,1.5,5.5,9.5,9.5,1.5,5.5,4,13,12,14,15,7,"D"
11,5,5,0.5,5,0.5,15,9,5,5,2,12,10,13,14,8,"D"
12,1,8,1,4.5,1,15,8,8,4.5,3,11,10,13,14,6,"D"
13,1,5,1,5,1,15,10,5,8,3,11,9,12,14,7,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
11.5,1.5,6,1.5,1.5,6,11.5,9,1.5,6,4,13,10,14,15,8,"D"
6,6,9.5,1.5,1.5,9.5,12,6,1.5,1.5,4,13,11,14,15,8,"D"
11,1.5,6,1.5,1.5,6,13,9,1.5,6,4,12,10,14,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
9,4.5,12,4.5,0.5,9,9,4.5,0.5,4.5,2,13,11,14,15,7,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
11,1,5.5,1,5.5,5.5,15,9,5.5,1,3,12,10,13,14,8,"D"
5.5,5.5,11,1,1,9,13,5.5,5.5,1,3,12,10,14,15,8,"D"
11,1,8.5,1,1,5,14,8.5,5,5,3,12,10,13,15,7,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
12,0.5,10,0.5,4,4,15,4,7.5,7.5,2,11,9,13,14,6,"D"
11,5,9,0.5,0.5,5,13,5,5,5,2,12,10,14,15,8,"D"
9.5,6,9.5,1.5,1.5,6,13,6,1.5,1.5,4,12,11,14,15,8,"D"
11,1,9,1,1,5.5,13,5.5,5.5,5.5,3,12,10,14,15,8,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
11,1,5.5,1,5.5,5.5,14,9,1,5.5,3,12,10,13,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
12.5,1,5.5,1,5.5,5.5,12.5,10,1,5.5,3,11,9,14,15,8,"D"
11,1,11,1,1,5,11,8,5,5,3,13,9,14,15,7,"D"
10,5.5,5.5,0.5,5.5,5.5,15,5.5,5.5,0.5,2,12,11,13,14,9,"D"
11,1,11,1,1,4.5,11,7.5,4.5,7.5,3,13,9,14,15,6,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11,0.5,5,0.5,5,5,15,9,5,5,2,12,10,13,14,8,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
12,0.5,8.5,0.5,4.5,4.5,15,8.5,4.5,4.5,2,11,10,13,14,7,"D"
11,1.5,8.5,1.5,1.5,5.5,13,8.5,1.5,5.5,4,12,10,14,15,7,"D"
9.5,1,9.5,5,1,9.5,9.5,5,1,5,3,13,12,14,15,7,"D"
11.5,1.5,8.5,1.5,1.5,5.5,11.5,8.5,1.5,5.5,4,13,10,14,15,7,"D"
12,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,11,10,13,15,7,"D"
9,5.5,11.5,1,1,5.5,11.5,5.5,1,5.5,3,13,10,14,15,8,"D"
9.5,5,9.5,0.5,0.5,5,14,5,5,5,2,12,11,13,15,8,"D"
9.5,0.5,5,0.5,5,5,14,9.5,5,5,2,12,11,13,15,8,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
9.5,4.5,9.5,0,4.5,4.5,14,4.5,4.5,4.5,1,12,11,13,15,8,"D"
12.5,1.5,6,1.5,1.5,6,12.5,10,1.5,6,4,11,9,14,15,8,"D"
6,6,9.5,1.5,1.5,9.5,12,6,1.5,1.5,4,13,11,14,15,8,"D"
9,5,11,0.5,0.5,5,13,5,5,5,2,12,10,14,15,8,"D"
9.5,4.5,9.5,0,4.5,4.5,14,4.5,4.5,4.5,1,12,11,13,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11,0.5,5,0.5,5,5,15,9,5,5,2,12,10,13,14,8,"D"
12,4,8,0.5,4,0.5,15,8,8,4,2,11,10,13,14,6,"D"
11,1,11,1,1,4.5,11,7.5,4.5,7.5,3,13,9,14,15,6,"D"
11,1.5,6,1.5,1.5,6,13,9,1.5,6,4,12,10,14,15,8,"D"
